TF	target	importance
LYAR	HLA-DQB1	0.01612077275134082
CEBPD	NME3	0.016119773291420815
NR4A2	CD22	0.01611954032264382
PIAS1	USF1	0.016118659812899422
TNFAIP3	PTPRC	0.01611864609645632
YY1	MIS18BP1	0.0161184073292954
TP53	CCL13	0.016118245041977584
PURA	EPB41L3	0.016117842847728953
ATF4	IRF8	0.016117826473540053
KAT5	ALOX5AP	0.01611733768847143
SNIP1	RASGEF1B	0.016116954954443583
TFEB	CEBPB	0.016116401065879044
CDK8	HLA-DMA	0.01611616298968914
TWIST2	CD83	0.016115304542986465
IRF3	ITGB2	0.016115171607727893
CREB1	GFI1B	0.01611485576144229
NFKBIB	UBP1	0.016114691414910915
BRD7	SPI1	0.016113765173976606
ZBTB7A	LEF1	0.016113518274033897
EED	HLA-DQA1	0.01611346895660897
ZNF76	RASGRP1	0.016112710971913004
CREBBP	IFITM3	0.016112565713089954
NCOA6	CLEC4C	0.01611250566306203
RFX5	CTSD	0.016112446373136743
ARNTL2	GRIN1	0.01611032300955544
KAT5	CSF2RA	0.01610994239972135
SREBF2	CD86	0.01610985566576152
RORA	PCSK9	0.016109490601919258
SREBF2	PRAM1	0.016109040197221584
NCOA1	LIN28B	0.016108324352099173
L3MBTL1	ALOX5	0.016107179950261515
LIMD1	B2M	0.01610699939840936
NF1	PAK1	0.016106545684551655
IFI16	CD79A	0.016106491364535073
E2F6	IL6	0.01610646886573689
YEATS4	ZFP36	0.0161060379945362
PPARA	CCR7	0.016105770305293157
GLI3	MIS18BP1	0.0161056334816033
KLF16	FHIT	0.016105403891735384
NFYA	CD38	0.01610475386778298
AIRE	ESRRB	0.016103967039491733
SIN3A	PAK1	0.01610254627219
SNW1	NELL2	0.016101955423589092
LEF1	GCK	0.016101836376781146
TFAP4	PTGFR	0.016101555149387922
NR4A3	SPI1	0.01610123883767002
PML	CTSS	0.016101005489154663
FUBP3	GNLY	0.016100635274092282
TRPS1	SMAD6	0.01609997460298038
MTA2	TLR2	0.01609908440529241
SUPT3H	JARID2	0.016099066051169265
ZNF217	ANTXR1	0.01609905467464168
TOP2B	CHRNB4	0.016098222653067266
SNIP1	JAK2	0.016097254108839113
SUPT20H	MNDA	0.016096893283822297
JUN	SNF8	0.016096159206232932
RAD21	CSF3R	0.016095375697504376
ING1	ACSL1	0.016095148494877132
VDR	HLA-DRA	0.01609488681092284
EGR1	CD2AP	0.01609480966832633
KAT5	MXD1	0.016093470051779354
E2F2	HLA-DRB5	0.016092804452830466
SND1	KLF10	0.016091862493060473
UHRF1	ITGAL	0.016091526483187523
EGR2	CREB5	0.016090761677630336
EHF	FOSL1	0.016090276888393894
MAFF	TPMT	0.016089927337319225
CBX7	HDAC9	0.01608820328307475
ETV4	LTB	0.016087300938749296
POLR1A	TRPM1	0.016086984812605162
DDIT3	S100A11	0.01608696883391026
IRF5	EBF1	0.016082329557729407
STAT6	CCL5	0.01608161696505303
TTF2	TRIB2	0.016081290151084386
HLF	NOTCH3	0.016080783778970955
MAFG	STAT2	0.016080520831314667
YBX1	KLF12	0.01607935663793686
ABL1	LCK	0.01607830820982135
TFEB	CYBB	0.016077466918297475
HIVEP2	TBXAS1	0.016076235423688818
TIAL1	PRKCA	0.01607605920609534
KLF16	MCM10	0.01607467839951248
HDAC10	IGF1R	0.01607318174238227
GTF2B	CD83	0.016072664510036038
IKZF1	GUSB	0.016071931851677518
NR4A2	RASGRP1	0.01607060942711655
TAF4	PITX2	0.01606861218375881
ZBTB2	CCL5	0.016067868651650528
AIRE	EGR1	0.01606757487999796
RBBP7	TIMP1	0.016064770326148427
MCM5	HMGA2	0.016064009689784328
GATA3	MUC1	0.01606370554992116
SREBF1	CD69	0.0160630048775593
MZF1	PFKFB4	0.016062780049302876
GTF2B	ZEB2	0.01606239931279158
ESR2	NAMPT	0.016062326903347253
PHF8	JARID2	0.016060761925545203
PREB	OPTN	0.016060082324679675
NFIB	CKM	0.01605900656804647
ZNF382	DKK3	0.016058076641054048
XRCC5	ATP2C1	0.016057386252666186
KLF1	JAG1	0.016056771396832478
RB1CC1	ZFP36	0.016056023777678
ABL1	PRKCQ	0.016055515126207145
ZNF148	FOXO3	0.01605523285194953
HDAC3	HEY1	0.016053412287087232
ESR1	SCN9A	0.016052919041704743
PITX2	CD14	0.016052537849694643
WWTR1	MAFB	0.016052496228254397
KLF3	DROSHA	0.016051761385148574
ELK4	FOSB	0.016048233554815012
SUPT20H	CD14	0.016048104599634638
SUZ12	IRF1	0.016046804440002473
IKBKB	STK11	0.016045949526180416
CREG1	CUX1	0.01604564249264055
RFX1	POLE2	0.016044884870037152
DEK	POLK	0.016043472566519116
RB1CC1	RBL1	0.01604218483164411
NAB1	PLSCR1	0.01604201052525073
ARID1A	TBXAS1	0.016041683668783186
CREG1	TNFRSF1B	0.016041387803738955
TOP2B	ARNT2	0.016041290454910165
DNMT3A	CD79A	0.016041180698263238
MTF1	SFPQ	0.016039582927869077
MAML1	SPI1	0.016038464336173616
ATF3	NTF3	0.01603827278000445
USF2	DUSP6	0.01603813598511558
CITED2	HDAC9	0.01603735399411319
RFX1	SP4	0.01603647299153383
L3MBTL1	EXT1	0.01603515036466623
ECD	NCOA3	0.0160336046694589
MYC	MECP2	0.016032747608777147
KDM2A	SH3BP2	0.01603264126721206
CNOT8	PER2	0.016030143412104573
IRF4	CD36	0.016029607594303705
XRCC5	NFKBIZ	0.01602936448507458
ZNF267	IL13	0.016029222804038675
RFXANK	SLC29A1	0.016029191271588986
ZNF267	ABCB1	0.01602846862423335
TFCP2	C4BPB	0.016027395265727593
IRF4	HBB	0.01602707961192946
NFYC	MFSD2A	0.016026115291429846
ZMYND11	HLA-DRB5	0.016025366093320247
CREB3	TIMP2	0.016025350596312257
TTF2	CCR7	0.016025229268772565
ETS2	CD83	0.016025117332216267
WRNIP1	ECE1	0.01602339533716553
ERG	FABP6	0.016020813371337938
BTG2	RAP1A	0.016020222682691303
TLE3	EDN1	0.016020056507982976
CHD8	HLA-DPA1	0.01601859235555961
ATF3	WDFY4	0.016018326852299793
HSF1	PITX2	0.016017239396121995
REST	MAL	0.01601601018885044
EBF3	SNAP91	0.016015772931154505
NFKB1	CDKL5	0.016015619564381717
HDAC2	PTAFR	0.01601452020899458
SFPQ	TUBA1B	0.016014332314594867
ELK1	SCT	0.01601345542014332
ASXL1	REG4	0.016012923393468284
MLX	DUSP1	0.016011735555935075
NRIP1	GPNMB	0.016011646774841678
JARID2	PARG	0.016011517398048927
UPF1	SF3B1	0.01601088704009519
RBL2	SOX5	0.016010533452400735
AATF	CD68	0.01601047719116558
REL	ABCC4	0.016010069895806264
SP2	TRPS1	0.01600992080988417
CDK7	MNDA	0.016009479598540755
ZNF148	TTF2	0.01600897134032434
SATB1	STK11	0.016008479474773317
FOXO1	CASP7	0.016007933981284597
MZF1	PLSCR1	0.01600732755492426
ELK3	EBF1	0.016006707933404772
SUPT3H	CYP2D6	0.01600581711598345
E2F6	ATG7	0.01600515097633837
WWTR1	HSPA8	0.016004805367067925
RELA	RPLP0	0.01600447509647071
PHF10	TNC	0.01600354863083951
CREB1	JAK2	0.01600292929092692
HMG20B	KLF6	0.016002500370056547
ATF2	HLA-DPA1	0.016002408112960838
CTNNB1	SH3BP2	0.016000542237341892
KHDRBS1	SAMD4A	0.01600005873662926
MYBBP1A	MCL1	0.015999742220001965
FOXJ1	GRHL2	0.0159992652090359
IKBKB	CD69	0.01599868163226654
ZBTB5	SERPINB1	0.01599812482283203
TIAL1	JARID2	0.0159977246688934
PPARD	MUC6	0.015997044322747126
TLE3	STAT4	0.01599677009149758
SMARCB1	MT1G	0.015995702371321523
BRD7	IFI16	0.01599551861982819
ETV7	POLK	0.015995486988908864
E2F5	S100B	0.01599523535131152
WDR5	MS4A1	0.015994504814528857
UBTF	TYMP	0.01599346682856136
NONO	PECAM1	0.015993395591867816
ATF6	CD74	0.01599305902883208
HMGB2	SUPT3H	0.015993005222270176
ZNRD1	XPC	0.015992827747117536
MCM5	CSF3R	0.01599255740988444
NFIA	CD86	0.01599239139859257
NFKBIA	TFDP1	0.015991745377719115
NFIX	RIPK2	0.015991238754750524
MYB	MEIS2	0.015990275884177108
ZNF335	TYMP	0.01598992298723809
DDX5	PTGER2	0.015987639538976577
PRDM2	CREB5	0.015987040661387564
HNRNPR	MCL1	0.01598688787341412
YBX1	NAMPT	0.015986318163643126
RELA	TLR2	0.015985852603151447
TFDP1	E2F8	0.015985531482985947
XPC	NCF2	0.015983097249673606
TRIM22	MME	0.015982165667702275
VEZF1	PTGDR2	0.01598197986569592
NRIP1	CTSS	0.015981713213996517
SIRT1	BCL2	0.015981012439439706
HMGA2	BCL11A	0.0159802282191005
HIPK2	TNFRSF12A	0.015979872200925116
STAT5A	EREG	0.015979805678389473
CDC5L	GBA	0.01597933459509376
EGF	MIS18BP1	0.015979203624320534
RBL1	ZFHX3	0.015979129185210314
KLF13	MMP28	0.01597888957840735
ILF3	ZFP36	0.015978833888542893
SMAD1	OLR1	0.015978790686639172
ZBTB33	RFX2	0.015978556101488548
ABL1	FOSB	0.015977771718983538
RAD21	HLA-DRB1	0.01597756540275987
HOXB4	FSTL3	0.01597699200937704
EP300	MCM10	0.01597649418061741
ERCC2	HRK	0.015976098926473295
CHD8	GCM2	0.015975413393411693
SUZ12	ATM	0.015975069148137074
NRF1	WDFY4	0.01597461319073461
NFIA	BCL2	0.01597351347673357
HBP1	S100A11	0.015973049186580372
NPAS2	ZAP70	0.015972519659650523
PER2	IFITM3	0.01597208610004133
ZNF160	TRPS1	0.015970902958402804
PURA	SIDT1	0.015970672570671172
SIN3A	SOX7	0.015970579069210615
YY1	EREG	0.015970474234271663
POU2F2	E2F5	0.015968416415670157
TAF1	IRF1	0.015967999505920132
NR1I2	TNC	0.015967582447932113
MLX	HLA-DQB1	0.01596733891038055
NFIC	PEA15	0.015967040409379702
PIAS2	SAT1	0.0159649715441787
BRD7	BIRC3	0.015964370200688135
RELA	LGALS1	0.015964236251861247
TRIM25	PRKCB	0.015963071061716242
ZBTB14	CDA	0.01596295670618158
PAX3	HOPX	0.015962583977740134
ZNF224	HLA-DRB5	0.0159614167465754
MTA1	B2M	0.015961410653371838
BCL3	SAA1	0.015961089420734886
URI1	HMGCS1	0.015960704969910384
TAF5	CORO1C	0.015960686254749085
GTF2A1	LIPE	0.01596048843091148
ZEB2	PIK3CD	0.015959433970318133
NFAT5	SMAD1	0.015959403798424112
HNRNPD	RNF8	0.015959091484043914
TFEB	MAP3K5	0.01595905350536811
ATF7	LRP1	0.0159573215552662
SOX4	TNFSF13B	0.015957239470966278
ZNF335	PECAM1	0.015956679012189397
HIRA	NPSR1	0.01595665626818017
PBX2	CD74	0.015955708135421704
SETBP1	PROC	0.015955336628052902
TEAD4	MSLN	0.015955228557249224
IRF7	PTGDR2	0.01595451568047267
JUND	NCOA1	0.015954246436842182
MED23	FGL2	0.01595367520918079
EBF1	CD58	0.015953527856025797
IRF3	RBM38	0.015953402332526165
CTCF	PRF1	0.01595244350828468
XRCC5	GRIN2B	0.015952370577260122
E2F3	CDK20	0.01595099879349569
ARID1A	IL2RG	0.015950812665665098
ARID4B	PTAFR	0.015950674051005607
HIRA	PAX5	0.015950598876533786
FUBP3	TCF7	0.015949971847500775
AATF	SMPD1	0.015949884243546857
TAF5	ANGPT2	0.01594943685222034
CDC5L	NOD2	0.015948824367857408
STAT5B	MYB	0.015948467202888204
GTF2A1	IRF1	0.015947414281665243
SREBF2	CD6	0.015946949131145034
PCBD1	BACH2	0.01594601658487596
ZBTB2	TRIM28	0.015944184727062452
TRAF6	CCR7	0.015943690020478567
ZFP36L1	PRKCB	0.015943475193051757
CNOT7	MCL1	0.015942903265877474
ZFHX3	NR3C2	0.015942816445580738
AIRE	ETV1	0.015941776653458646
SRSF1	YES1	0.01594176115017573
NCOA3	CTSS	0.015941385660194568
KAT5	FUS	0.015939347860394568
KDM4C	LILRB2	0.015938766114567085
CBFB	DUSP1	0.015938643419874107
NF1	LRRFIP1	0.015937593106394393
ZBTB2	MLLT10	0.01593755186102928
CRTC1	FOSB	0.01593751373627091
XRCC5	MCAM	0.01593737014160032
GCM1	SALL2	0.01593642471808038
ESR1	GATA3	0.01593624337895268
NPM1	PADI1	0.015936153420285218
ZNF444	CSF2RA	0.015935587265083186
NFE2L2	PIP5K1C	0.015933848369293662
MYBL2	CDKN1C	0.015933076712101576
TRIM22	MYCBP	0.015932864282583937
KDM4C	TGFBR3	0.01593194326924079
BTG2	BACH1	0.015931172644948515
SIRT2	IFITM3	0.015931068517040226
NANOG	TFCP2L1	0.015930617035815508
PARP1	SPIB	0.01593014853935043
SP100	TNFRSF1B	0.015930040201341557
RFX1	CUX1	0.0159299654581771
ETV6	CREB3L1	0.015929209894807585
IRF4	TBXAS1	0.015929181339979885
ATF6	CYBB	0.015928993701076987
SIRT1	VCAN	0.01592792833150663
ZNF384	NPAS3	0.015927775747741863
ASXL1	LCK	0.015926831557513836
KAT6A	CSF2RA	0.015926370869659943
SP3	BACH1	0.015925874601276813
POLR1A	MAL	0.015925261009878823
ZNF217	EP300	0.01592475645969222
HMGA1	TYMP	0.015923569279591824
STAT1	SMURF2	0.015923468480582563
MXI1	IFITM3	0.015923239319312135
CSDE1	STMN2	0.015922656522906566
KLF5	DUSP1	0.015922268161265248
YEATS4	RARA	0.015922106091608695
MCM5	CD247	0.01592196146848492
BACH1	PROS1	0.015921594507272097
IRF2	PRAM1	0.01592140833927122
NR4A2	LTB	0.015919077578829047
MXI1	SYMPK	0.01591775382491244
KHDRBS1	E2F3	0.015917012518881828
GTF2F1	S100A6	0.015917009305261076
CTCF	FGL1	0.015915006689674403
BIN1	HDAC4	0.015914826351346265
TP63	CCL5	0.01591480600498567
LMO2	CD74	0.015914019405140912
POLR1A	BACH2	0.015913864701189277
HLX	HLA-DPA1	0.015913123602741
CHD8	ISG20	0.01591300655686032
SMAD7	GATA2	0.015912004774364833
STAG1	TCF7	0.01591153731019273
NFE2L2	CREBBP	0.015911035803681042
ASH1L	NMU	0.015910149552783016
WWP1	CUX1	0.015909851023561957
RARG	LRRFIP1	0.015908741389920787
LMO4	CUX1	0.01590803586124382
EPAS1	MITF	0.01590803361982431
NFKBIZ	WWOX	0.015907720514149543
TSG101	AXIN2	0.015907532690580952
TFEB	ETS1	0.01590747782151519
ATRX	SLC20A1	0.01590726865278827
BHLHE41	CRABP2	0.015906842573323598
SIRT2	HLA-DRA	0.01590478548604667
TRERF1	HMGB2	0.01590473436933569
HDAC4	IL32	0.01590414322214173
HLTF	CIITA	0.015903705895894286
NPAS2	PTGS1	0.015903540241985537
ESR2	NR4A1	0.0159022294494762
NANOG	CIITA	0.015901431611369327
GABPB2	ZEB2	0.015901408442991084
STAT6	ISG20	0.015901002045374667
EGR1	LTB	0.015899276914597416
CDC5L	DUSP10	0.015899222526611297
SF1	ZEB2	0.015899043851758676
DNMT3A	CREB5	0.015898167162180687
PCGF2	CCR1	0.015897583622461922
CNOT7	FASLG	0.015895575692967293
PRDM1	NAIP	0.015895288992269555
GTF2A1	RASGRP1	0.015894911484348025
MEIS1	CD6	0.01589459501359884
SERTAD1	ASAH1	0.015894062175405035
JUN	CHD8	0.01589397162427991
SND1	FGF10	0.015893732748299985
SUGP1	RASGEF1B	0.015893625562062027
ELK3	COL11A2	0.015893076363464147
BRPF1	DUSP1	0.015892075445636568
ARNTL2	MBP	0.01589177326316151
MDM4	TLR2	0.01589167158366917
RFX1	IRF2BP2	0.015891274164192826
ZNF350	PRF1	0.015890053783636206
DR1	MLLT3	0.015887949748153236
SFPQ	PRKCE	0.015887793659353867
CLOCK	DACT1	0.015887673634215123
SMAD1	RPLP0	0.01588723027583466
TSC22D1	SPI1	0.01588644150272199
TSC22D1	ETV6	0.015886381955455334
SFPQ	PTN	0.01588629703231263
MEIS1	TNFSF11	0.01588556888391998
MED15	UBE2D3	0.01588552704442081
TRRAP	PLSCR1	0.01588478193545777
NFIC	TLR2	0.015884003976516556
EWSR1	MCL1	0.015883867603662952
ILF3	SAMD4A	0.015883724072389204
SNW1	SPI1	0.01588229242742502
PARP1	NOTCH1	0.015882037336816764
CBX7	CDC25A	0.015881891426032545
SREBF2	TIMP2	0.015879527566453326
TBL1X	CEBPG	0.015878804396358862
TSC22D1	CD36	0.0158785809164412
SKI	MEF2C	0.015878044523952663
CBFA2T3	MNDA	0.01587662874756163
WWP1	IFNGR1	0.015876527812091437
KLF4	CRISP1	0.015875441310117318
SLC2A4RG	MIS18BP1	0.01587455880020722
HOXB4	RAG1	0.015874128796212243
HSF2	FOSB	0.015873910066132153
E2F2	NPM1	0.01587311773550674
NFKBIB	TIMP3	0.01587241053452489
SREBF2	XAF1	0.0158724029523204
ERF	NFATC3	0.01587222238325032
BIN1	PAX5	0.015870708103334272
NR2C2	MEF2C	0.015870611720668244
DEAF1	TBC1D22A	0.015870431442962903
PREB	S100A6	0.015870028598035768
APEX1	HYOU1	0.01586820352635333
E4F1	RASGRP1	0.01586782478605018
DNMT3A	FOS	0.015867635090807398
ZHX2	CCR6	0.015867613191178832
HDAC10	ZFP36	0.015867575678393708
ESR1	KLK2	0.0158668271213954
NFATC3	HDAC2	0.01586608656364447
ZBTB14	FOSB	0.015865593207910977
CEBPA	LEF1	0.01586555827930407
MAML1	HNRNPA1	0.01586503144044615
SLA2	COX7C	0.015864751887592815
CHD8	CA9	0.01586403377879291
CNOT7	IL32	0.015863283296399338
CDK9	ITGA5	0.015861174880565678
HINFP	CCND3	0.01586108024947156
FUBP1	ULBP1	0.015860960597593274
MLLT10	WRN	0.015859738138405067
CDK8	TNFRSF1B	0.01585947702193568
EGR1	RXRA	0.015858592937780115
TRIP6	ZEB1	0.015858492756958175
ATF5	ARID1B	0.01585846333360763
NFRKB	TRPS1	0.015858357617463018
SPEN	PLSCR1	0.015858124296493067
IKBKB	FAT1	0.01585690005524461
VEZF1	LYZ	0.015856498425000715
E2F3	CXCL2	0.015856473799584384
ZBTB7A	POLK	0.015856386794003353
CBX7	POU2F2	0.015855511665218237
XRCC6	FOXP1	0.015855055510706144
CNOT7	LTB	0.015854693104072493
MYCN	AR	0.01585411353297924
HMG20B	FCGR1A	0.01585373479187122
RELB	XBP1	0.0158536701401353
CREB1	CD2	0.015852647546172622
PIAS2	XAF1	0.015851021858953436
HMGB2	MEF2A	0.015850701998715806
XRCC6	JAK2	0.015850318632490815
UHRF1	ZFP36	0.01584923152282957
HDAC1	PLSCR1	0.015848809993014527
EAPP	CNOT8	0.015848645772866567
DNMT1	ADGRE5	0.015846866343355887
ENO1	RRM1	0.015846764484644952
SUPT20H	CCL5	0.015845296765785576
PIAS3	JARID2	0.015844895329976655
HSF1	IL15	0.015844538162571958
TFAP4	GATA4	0.01584437566698303
PHF8	ITGA6	0.015844062354760557
XRCC5	TCF4	0.015844020527231897
BDP1	PBK	0.015843703181500867
PLAGL2	PLB1	0.01584350728983304
LMX1B	SPRY2	0.01584302090378283
PA2G4	ZNF410	0.015841863015534068
ETS2	SDC4	0.015841777444803154
ESRRA	BIRC3	0.01584141069408351
YBX1	COL1A1	0.015840890359758133
PREB	CD83	0.015839996275755986
ARID1A	SAMD4A	0.015839928209884453
ESRRB	NOX4	0.015839806993264254
TFCP2	ACTN4	0.015839743358098454
SPI1	SYN1	0.01583959299564829
SOX5	ME1	0.015838821938258467
ZHX2	CSTA	0.015837608871811244
APEX1	IFITM3	0.015837334601296518
BRD7	TLR4	0.015836766772848915
DDX5	PRAM1	0.01583669537749477
ZNF217	DUSP1	0.015836586586883156
IRF4	HLA-A	0.01583612134005621
BHLHE40	ITGAX	0.015836085623380992
SKI	EPB41L3	0.015836001465327314
PARP1	FCGRT	0.01583560293473603
PLAGL2	PRAM1	0.015835006522795857
SFPQ	ETS1	0.01583406600714205
TAF1	ETV1	0.015834020341960228
TOP2B	IRF8	0.015833332257764173
SEC14L2	LRRFIP1	0.015832244250212863
ZNF382	BACH1	0.0158319415645505
ATM	FOXJ1	0.01583174450983525
SLC2A4RG	MAML1	0.015831343695785705
CRX	HLA-DQA1	0.015830077542255672
SETBP1	HBZ	0.01583004340574187
NFE2L1	EPSTI1	0.015829372019375842
HNRNPD	TRERF1	0.015827427684797144
NR4A3	CSF3R	0.015827042111523987
KLF10	LYZ	0.015825124119220817
STAT3	MECP2	0.015823353718381665
PPARG	JUNB	0.01582328419629962
ATF5	MEIS1	0.015823283269148322
RREB1	SCN9A	0.015823060280398565
RFX5	ADGRE5	0.01582299343860312
NR4A1	CCL26	0.015822795498850732
NFIA	EPB41L3	0.015822438967797565
SIRT3	JARID2	0.015822112001221588
HDAC1	FOXP1	0.015821766962105507
LDB1	SPI1	0.015821702881709407
EIF2AK2	ERMAP	0.01582089126981538
E2F5	CNR1	0.01582049634522697
ZMYND11	TSIX	0.015820243275333247
ATF2	ETV6	0.015818330151845767
ATF4	SLC26A3	0.015817308673374556
NR1I3	WDFY4	0.015816605812936584
HBP1	ETV6	0.015815956804400153
HDAC10	CUX1	0.015814889720120434
ZNF444	TNFRSF1B	0.015814802988233408
ZNF202	NEAT1	0.01581479713312519
PTMA	CXCL14	0.015814565449392467
MTA1	GUCY1B1	0.01581389775344243
DMAP1	CTBP2	0.015813679919873033
PHF10	FOXP1	0.01581279743369568
SP1	EBF1	0.01581215020498236
UPF1	KLF12	0.01581192564057096
WDR5	MCTS1	0.015811335395082893
ELK4	VMP1	0.015810637257608378
HES1	CD3G	0.015810568065645906
FUBP3	MAP3K1	0.01580939911474823
KHDRBS1	FOXJ1	0.01580919816003041
SUZ12	VCAN	0.015809138666398218
GTF2A1	SPN	0.01580906079589352
ATF3	BCL11A	0.015808974205066956
SREBF2	MLLT3	0.01580850946616511
RORC	NRP1	0.015807502667107905
DDX5	POLD2	0.015807396674426367
HDAC5	PRF1	0.015806745923296103
KHSRP	PMP22	0.01580672926827626
JARID2	TCF7	0.015805562341245347
USF2	SAT1	0.015804153201659347
CDK9	LEF1	0.015802570569190853
NCOR1	SGK1	0.015802246322590075
KHSRP	KLF4	0.015801787865625794
USF2	ASAH1	0.015801435008785107
ZBTB7A	FCER1A	0.015801351661093362
POU2F1	PTPRC	0.0158013273812809
NR2C2	SLC20A1	0.01580057725812909
CEBPD	EXO1	0.01579950491225386
KLF3	ETV6	0.015798503765269666
EGR1	TBXAS1	0.015798296391663632
DNMT1	MEF2A	0.01579530416468701
MXD4	ITGAM	0.015795266884479582
HMG20B	TRPC1	0.015794343008869526
UBTF	SLC39A3	0.015794094578586618
TP53BP1	LILRB2	0.015793986105242352
ZNF383	ITGB2	0.01579221820265283
ATF4	CD83	0.015792162583900825
BRPF1	DBH	0.01579211703108355
TAF4	CD79A	0.01579134597791838
PKNOX1	CD74	0.015790715723207262
KLF9	A2M	0.015790004042487885
WRNIP1	STAT1	0.01578996561154203
NFKBIZ	TNFRSF13C	0.01578966648321482
ERG	CTSS	0.015789191415936987
TCF3	NRIP1	0.015788528459614204
TRIM28	KLF4	0.01578851961376218
EIF2AK2	BACH2	0.015788331075354718
ZMYND11	OAS1	0.01578822548905756
CTNNBIP1	ZEB2	0.015787330990069518
ARNTL	TGFBI	0.01578698215437738
ERG	IRS2	0.015786275431192823
COPS5	WRN	0.015785546232922873
TP63	UGT2B17	0.015785245286952177
HLF	LRRFIP1	0.01578483344228968
GATA2	AR	0.015784804368201674
HDAC11	TRPS1	0.01578465039426689
TP73	CAV1	0.015784330765899326
ZBTB38	CREB5	0.015784289931034874
NFIC	VMP1	0.015784120797719063
POU2F2	MSMB	0.015784032576057913
ATF4	PAX5	0.01578387312497507
ATM	FOXO3	0.01578350874711552
ZNF267	ALOX5	0.015782642584647167
CBFB	HLA-DPA1	0.015781733424138616
ASXL1	HLA-DQB1	0.015781705926608238
NFYB	LHX2	0.015781032834762503
PARP1	TCF7L2	0.015780892810878203
SFPQ	PRKCA	0.01578028572696329
ARID1A	MNDA	0.015779025082685076
DEDD	CYBB	0.015777821535032426
KAT5	BACH1	0.01577649986705012
TLE3	GNLY	0.01577607334003525
ZNF423	ALPL	0.015775826293681138
MTA1	IFITM3	0.01577495217773672
SMARCA4	MLLT3	0.01577485852534923
APC	CABIN1	0.01577463254592785
TRIM25	MMP2	0.015774255039573564
HBP1	KLF12	0.015773655609212033
WWP1	CD22	0.015773054406840313
ECD	CD22	0.015772319390133807
SNIP1	TNFRSF1B	0.015772119445148027
NCOA1	HCK	0.015772080734576012
E2F3	DCT	0.01577026805534921
ATF4	TCF7L2	0.015770217844042343
SMAD2	RXRG	0.015770060459349398
ELK1	CUX1	0.015769617864161374
ATF3	GZMB	0.01576953115322401
YY1	IRF1	0.015769516976235978
ZBTB33	TBXAS1	0.01576943473947511
RREB1	MLLT3	0.015769312684405106
MYBBP1A	MS4A1	0.015769069188967474
BRD4	KLF10	0.01576834574374444
CTCFL	HLA-DRB1	0.015766658923248335
MAX	VHL	0.015765908410603123
VEZF1	BIRC5	0.015764972380799054
NFE2	CCL5	0.015763739606283828
NR1H2	CTBP2	0.01576357473326798
HOXA10	EHF	0.015763448241401745
PHB2	INPP5J	0.015762379964620883
ZNF384	HLA-DQA1	0.015762044204904343
GABPB1	RASGEF1B	0.015760548762126472
NFRKB	LEF1	0.01575935559872008
ZNF24	ETV6	0.01575933620066003
HLTF	CCL4	0.015758910123353363
GTF2F1	TNFRSF1B	0.015758862803865126
ATF5	ALOX5	0.01575868161777958
ZBTB17	CEBPD	0.015757308133580693
GFI1B	IGF1R	0.01575711740536187
PER2	ITGAX	0.015756404691116818
BDP1	TYMP	0.01575628070307037
CEBPD	MAVS	0.015756012680609464
L3MBTL1	TNFRSF1B	0.015755570311456756
HMGN1	PTGER2	0.015754983451794782
PBX3	LYZ	0.01575495476238938
NR2E3	ITGAD	0.01575478734560531
TCF3	MMP11	0.01575297324894881
SRSF1	COP1	0.0157506699723974
CUX1	TCF7	0.01574990471679572
IRF7	NANOG	0.015749344014404684
EAF1	ETS1	0.015749225637848842
IRF3	MYH10	0.015748984204022466
HMGA2	PVR	0.015748937026567506
SREBF2	ADGRE5	0.01574890127906913
YY1	COP1	0.01574889370270025
NCOA1	BLM	0.01574863982698482
NFYC	CD36	0.01574832435623988
POLR3G	FCGR3B	0.015747336631573426
GABPB1	TYMP	0.015747088222132187
SPIB	TLR2	0.015746483693088082
BMI1	FOSB	0.015746400599734776
NFYB	MX1	0.015746275820685746
NANOG	LGALS9	0.015745432398299668
TFDP1	TEF	0.0157451300929247
ATF1	CD14	0.01574479621352638
BDP1	CTBP2	0.0157438450127428
L3MBTL1	MGAT5	0.01574230455120242
YBX1	FAT1	0.015741430596206606
MAZ	ALOX5	0.015741427467149134
RUNX2	COL1A1	0.015739527911389196
MED1	ZFP36	0.01573737018117835
POLR2A	NAMPT	0.015736934575333313
BRD4	ICAM1	0.015736804966374456
L3MBTL1	ETS1	0.01573654079368605
IRF2	CLOCK	0.01573626140766528
RFXAP	PRAM1	0.0157360193798163
POLR2A	CSF1R	0.01573601293284431
SKIL	MX1	0.01573530213950547
DEAF1	ADGRE5	0.015734912797151227
SIN3A	TSLP	0.015733754845226846
SLC2A4RG	HLA-DQB1	0.01573318647125566
AIP	CDK8	0.015732162186168082
TBPL1	SATB1	0.01573074404477316
SIRT2	ZEB1	0.015730348107020106
HNF1A	HMGA2	0.01573007428972288
ZBTB38	LRRFIP1	0.015730025810087565
BDP1	ACSL1	0.015729309233039907
YY1	HOXA4	0.0157291895796122
NELFCD	PTGDS	0.015728880520207912
HES1	SOD2	0.015728799559228568
KLF5	MAFB	0.015727592585181898
IRF3	ITGA9	0.015727408487293218
MLX	FOS	0.01572659010964663
MCM5	FBN1	0.015725663416414508
BCL6	MEIS1	0.015725634401820544
CSDE1	MAOB	0.01572511987551186
