TF	target	importance
GABPB1	KDR	0.7910556652546197
MAZ	HDAC5	0.7910513574334653
TBL1XR1	CIP2A	0.7910483183183242
HDAC4	ITGA9	0.7910438619218682
TCF7	SERPINB1	0.7910199390716017
HDAC2	ALOX15B	0.7910114206717467
ETV1	ITGB4	0.7910039954308506
SREBF2	MGAT5	0.7909965740343134
ATM	EPHA2	0.7909909059306388
CEBPD	PAPSS2	0.7909787335878675
ZNF24	MKNK2	0.790946669437094
LRRFIP1	PTGS2	0.7909428602070049
KDM4B	PRDX5	0.7909116821572664
TRPS1	COL11A1	0.790903423033488
ZNF143	CDCA7L	0.7908994656796008
XRCC6	NEFL	0.7908864628886688
BPTF	ID3	0.7908859569923893
RUNX1	CD3G	0.7908762763389202
KLF6	HSP90AB1	0.7908023875926923
MTF1	PRAM1	0.7908010214754192
GATA3	TBX21	0.7907939785358494
EAPP	ING5	0.7907821007190332
KLF4	HNRNPR	0.7907774646588278
MEIS1	AKR1C3	0.7907630497134203
SLC2A4RG	SUMO1	0.7907543005494151
UBTF	MCM7	0.7907451707500669
BPTF	SUZ12	0.7907174680034499
REST	JUP	0.7907048628941956
BPTF	FXYD2	0.7906675293864388
XRCC6	L1TD1	0.7906619123835918
DDX5	KAT6A	0.7906486191500657
PLEK	IRF2BP2	0.79064103544295
NR1I2	FURIN	0.7906371889615951
SUPT20H	EDA	0.7906325453736743
DENND4A	KLF3	0.7906252252152897
PAX3	CASP8	0.7906056891516974
DRAP1	MTF2	0.7905936361810261
TBL1X	NF1	0.7905841710057885
CREB5	ATF2	0.7905824649001438
SMAD7	PCSK2	0.7905803787446952
TNFAIP3	CCL26	0.7905802641827929
ELK1	AGTR1	0.7905769569685294
TCF7	MGAT5	0.790562357854315
ARNTL	CKM	0.7905508974191909
JDP2	IL15	0.7905473485970119
BRD7	ATP6V0E1	0.7905112170897448
RBL2	FXYD2	0.7905005421216961
ELF2	TGFBR1	0.7905001810430259
MLX	PKP3	0.7904967149298253
GTF3A	PTPA	0.7904860711026203
RORA	SLC19A1	0.7904857524337676
HNRNPD	IHH	0.7904665635345695
KLF12	CD68	0.7904622506231223
IRF1	ACAT1	0.7904613191376669
KLF13	NRCAM	0.7904546564272528
HDAC9	IGFBP3	0.7904542461479923
SP100	YY1	0.7904295852119576
ETS2	MAPKAPK3	0.790414568154385
ETV6	TRERF1	0.7904133668930649
TRPS1	P2RX4	0.7904038994222334
LRRFIP1	RAD51B	0.7904011200360489
KLF2	CISH	0.7904010616255674
SRSF1	TBX21	0.7903843532879726
PLEK	ZHX2	0.7903658167255531
NR3C1	TNFRSF21	0.7903628124712183
DRAP1	CD4	0.7903596923346027
RBL2	USF2	0.79035481689768
KLF6	CITED2	0.7903529494893349
PURA	FXR2	0.7903483284168152
NFIC	PPARG	0.7903425486197997
REST	SULT1E1	0.7903186605474954
TBP	MKNK2	0.7903150893053236
BTG2	POLR2A	0.7903149980494306
ARID1A	MEIS1	0.7902962709737076
ZFP36	NLK	0.7902781518212156
LEF1	CSF1R	0.790261896384054
SPI1	PRDM1	0.7902579131949922
TRERF1	OPTN	0.7902577226993062
FOSL2	SFTPD	0.7902408229528783
TSG101	SNIP1	0.7902170221790402
EAPP	SHH	0.7902100440477894
MECP2	ESR1	0.7902043244792333
BIN1	CYC1	0.7901981561540316
NAB1	S100B	0.7901937580563859
MAFF	ESR2	0.790190223763015
NFIL3	PFKP	0.790180347131448
PARP1	UBC	0.7901789784567372
NPM1	UBTF	0.7901715441451783
PDCD11	KAT6A	0.7901712300615441
MSC	FBXO32	0.7901642454935044
MED15	NKX3-1	0.7901627079590612
PTMA	FKBP4	0.7901579165253539
E2F4	RGS10	0.7901509058426234
JARID2	GABPB2	0.7901279768372065
BACH2	CHRNE	0.7901270198937796
LYL1	FCER1A	0.7901245988670823
ETV3	POR	0.7901230919850486
PAWR	TNFRSF10A	0.7901191788242048
TRIM22	BACH1	0.7901096288516359
PARP1	LGALS1	0.7900947010259602
YBX1	CEBPZ	0.7900851526188281
JUN	IL2RB	0.7900835190353033
CHD1	RB1CC1	0.7900786466728615
RREB1	EGR2	0.790044004997687
DDX5	MCL1	0.7900404480079145
IRF6	ADARB2	0.7900293513890091
NR1D1	IL17A	0.7900097429821266
PIAS4	PDE6B	0.7900020757100735
FOXP2	CNP	0.7900012839066224
ZNF175	FOLH1	0.7899879263669602
TRIM28	HMGA2	0.7899790513373289
LCOR	FUBP1	0.7899738666195877
PIAS4	CDK5R1	0.7899661548437866
ATF3	MAPK1	0.7899536956284035
NR3C1	KIT	0.7899416780049291
TCF12	KLF7	0.7899339018606354
CSDE1	PARP1	0.7899256812382458
RBL2	SREBF1	0.7899095511403696
POU4F1	RTN3	0.7898992306962834
POLR3G	CSRP1	0.7898924937724757
FUS	CTCF	0.7898893746544677
ECD	CLEC4C	0.7898837448275904
PARP1	SCAND1	0.7898810688609017
KDM4C	AK4	0.7898788520504602
APBB1	PHLDA1	0.789861362888283
ENO1	CEBPB	0.7898491188228567
TP53BP1	CD82	0.789813118859826
PIAS1	SLC39A1	0.7898096148023885
URI1	FTO	0.7898053957818154
KLF13	HSD17B6	0.7898046493004084
E4F1	PRDX3	0.7897947710934141
JARID2	BTG1	0.7897904997823368
ZNF267	PROM1	0.7897819438635287
HAX1	PRKCB	0.78977445520055
SP1	EWSR1	0.7897594805685699
PML	ERCC5	0.789758960520887
SPIB	PHB	0.7897282124820052
TNFAIP3	TAP1	0.7896874196038617
IKZF1	BAMBI	0.7896589620298459
HDAC7	TNFAIP6	0.7896564481546063
HDGF	SLC5A5	0.789643455787653
IKZF1	PIP	0.7896273888347942
FOS	IGF1R	0.7896183180415626
TRERF1	BCAS3	0.7896172016301684
IRF1	RGS10	0.7896092951125563
CDK9	CD40LG	0.7896060035324977
PRDM2	TRIP6	0.7895744798575202
TBC1D22A	MXD4	0.7895518679916194
CTBP2	AK4	0.7895511328362848
TBC1D22A	SNW1	0.7895480514803627
ETV6	PDK1	0.7895477111726061
DRAP1	IRF2	0.7895453968891766
IRF7	TXNIP	0.789531416314962
TCF3	LCAT	0.7895154212753888
CUX1	PRDM2	0.7894885777025513
USF2	SOCS3	0.7894787500718653
AIP	PPP1R13B	0.7894781408849347
ATF4	EHF	0.7894762532701405
RB1	CDCA7	0.7894695222692171
SP100	HNRNPA1	0.7894677580619837
SMAD3	KLF12	0.7894362558148875
TEF	IL27	0.7894353405458008
TCF7L2	MLLT10	0.7894284420009703
HCFC1	TRAF6	0.7894273490050618
PIAS1	PDGFRB	0.7894240166314325
ARID4A	XIAP	0.7894057183652379
DDIT3	ERAP1	0.7894052090736207
KAT2B	LHX3	0.7893961498395377
SUZ12	REG4	0.7893645732230293
CBFB	USP7	0.7893509368118135
TRPS1	TRERF1	0.7893454819691165
HMGA1	ZNF148	0.7893435274960164
CDK8	BATF	0.7893329858252455
MED15	DEK	0.7893268989730543
CITED2	FOSL1	0.7893124999216129
ZNF76	ATF2	0.7892930189873837
ATF1	SCT	0.7892900403472967
HBP1	BIRC3	0.7892828985829932
RXRA	DACH1	0.7892775019117992
TRERF1	UBE2C	0.7892757545597275
BRCA2	FAM162A	0.7892684104829947
HIRA	MC1R	0.7892392824836767
PIAS1	DNAJC3	0.7892218167746574
FOXM1	OCLN	0.789221146197324
REST	BATF3	0.7892158419427847
BIN1	KAT2B	0.7892097668133216
STAG1	SMURF2	0.789195773215894
PCBD1	SULT2A1	0.7891867089097082
MAFB	ELMO3	0.7891775973744181
PTMA	ETV6	0.7891685357934823
NR3C1	FGF19	0.7891638449263539
ELF4	KDR	0.7891323823967112
ILF3	ILF2	0.789132151045596
IKZF1	PNOC	0.7891319819573485
FOSB	MCAM	0.7891158030728538
HDAC5	ZNF24	0.7891076997558569
CRABP2	HHEX	0.789094564965136
MIS18BP1	ICAM1	0.7890793084060508
ING4	KCNN2	0.7890772964256587
MED15	CD8B	0.7890744849137685
MXI1	GMPS	0.7890702518880355
SMAD2	PLAA	0.7890651665495876
ENO1	TPMT	0.7890616236785928
CSDE1	S100A6	0.7890517600027322
ERCC2	PEA15	0.7890376248485454
IRF5	EGR2	0.789023215756296
ID2	MACROD1	0.7890151443670484
MAF	EDEM2	0.7890139157735074
FOXP1	DNASE2	0.7890006454939001
NFKBIZ	ITGAM	0.7890004901061679
IRF7	TAPBP	0.7889958866982032
HOXA5	FURIN	0.7889947294728704
TCF12	RPLP0	0.7889868922207568
YY1	EGLN3	0.7889852249115157
BMI1	TAP1	0.7889758896337055
HCFC1	RNF14	0.7889728782111511
APEX1	SERBP1	0.7889693133622522
CDK9	NCOA4	0.7889496976688173
KDM4C	IMPDH2	0.7889496260148154
ARID1A	EGR2	0.7889416420182769
HMGA1	RBBP7	0.7889309371966702
STAT4	NEFL	0.7889251796085419
BTAF1	COL4A4	0.788917572022934
WRNIP1	F7	0.7888943137907292
ETV3	CTNNBIP1	0.7888920340141767
TBL1X	ITGAM	0.7888855111140477
NFE2	VEGFA	0.7888749717275183
HCFC1	DLG1	0.7888720103628621
ID2	LIPE	0.7888720037547183
LDB1	CA2	0.7888663387979965
NFIC	AKR1C3	0.788853886838038
MAX	SH2D1A	0.7888419096980368
MEIS1	TP53I3	0.7888377616327226
MAF	CDC20	0.7888246491396049
TRERF1	ERMAP	0.7888225097070496
HMGN1	ARF6	0.7888219319677019
ATF5	DMAP1	0.7888174081284681
LMO2	NLK	0.7887963136086027
SEC14L2	MCM5	0.7887691331388166
BCL3	LTBR	0.7887591405805918
RFXANK	MCM4	0.7887518884767883
DNMT1	ENO1	0.7887189466103423
JARID2	NPM1	0.7887172741584859
E2F3	LHB	0.7887093475268231
ELF1	TAF1	0.7887074526134682
ID2	EBF1	0.7886941267377222
ID2	IL2RG	0.7886793143035281
SFPQ	APC	0.7886783302062071
SUPT20H	ARID4B	0.7886781419560602
E2F7	IFNLR1	0.7886777844194192
SLC2A4RG	CD3G	0.7886744867322132
HDAC9	CD82	0.7886618175515884
CTNNB1	ATG7	0.7886593635957597
NFATC2	CXCR4	0.7886559702710896
MYBL1	ST6GAL1	0.7886489778757688
IKBKB	AK4	0.788615148600884
NR1H2	UBC	0.7885802932830416
URI1	KHDRBS1	0.7885774469234341
LYL1	PSMB9	0.7885765910413038
TRPS1	BAX	0.7885678937294688
ETV1	COPS5	0.7885651089162093
CEBPA	STIP1	0.7885575082336285
FOXO3	PA2G4	0.7885525047726996
CNBP	MCAM	0.7885511079532859
ETV1	TWIST2	0.7884958899216193
CREB5	NFATC3	0.7884855130995867
FOXO1	S100A11	0.7884854171171539
NF1	RAD9A	0.7884680413973089
ZFP36	GTF3C1	0.7884559793535565
GABPB1	IRF4	0.7884403367344742
JDP2	TNFRSF10B	0.7884375435838512
SOX6	CD82	0.7884342634405913
DACH1	SELL	0.7884312904518409
ETS1	ATF7	0.7884233696581588
NR2F6	CDKL5	0.7884227361409205
GABPB2	PAX3	0.7884145361278608
ETV5	CDH6	0.7884140719054519
RFX1	CYP1B1	0.7884126377123521
TP53	HOXA9	0.7884037330700147
ZFHX3	RBBP8	0.7883887018790212
ZNF300	PTTG1IP	0.78832834196936
HIVEP2	KCNN4	0.7883031169423274
ETS1	ERN1	0.7882897087429295
RNF14	FAS	0.788289078443548
CDK9	TFAP4	0.788282141557904
UPF1	CYP17A1	0.7882787673639846
ZEB1	SKP2	0.7882779538261714
IRF1	CEBPZ	0.7882675083130785
MIS18BP1	SMAD2	0.7882593186997227
PIAS2	EPO	0.7882569247777305
XBP1	RPA2	0.7882494033256359
CEBPG	MCPH1	0.7882465916391447
JUNB	REEP5	0.7882368503671074
APC	SFPQ	0.7882298286232513
NFATC3	CAPN10	0.7882213452727722
ERCC2	RECQL4	0.7882138653767563
SCAND1	CHUK	0.788209678155635
REL	SQSTM1	0.7881939467541441
MEF2A	ADGRE5	0.7881890365598307
GFI1B	FBP1	0.7881759901560546
ZBTB14	EWSR1	0.7881726972441525
NFATC3	CCL2	0.7881519121584704
ZNRD1	PLB1	0.7881419322904177
MIS18BP1	SRF	0.7881381049184167
POLR3G	PDK4	0.7881284917072204
TNFAIP3	CISH	0.7881129700868236
BCL6	UBP1	0.7881078733613743
TLE3	HPGD	0.7880903821942031
USF2	CXCR2	0.7880843152552097
STAT2	ATF3	0.7880755750185489
SF1	MKI67	0.7880713500236779
PCBD1	E2F1	0.7880613625359084
PLEK	FCER2	0.7880578708943173
XRCC6	HLA-DRA	0.788017966624946
ETS2	NCOR2	0.788015998824454
SUZ12	TFCP2	0.7880008799027932
E2F5	CCR2	0.7879970773085899
ARID4A	DUX4	0.7879874169405766
NPAS3	RNF144A	0.7879858183296686
JUN	ICAM3	0.7879784926321997
NFKBIA	E2F3	0.7879773094162639
KLF7	SCAND1	0.7879667549115696
NFKBIA	NAIP	0.7879574769207564
IRF3	PRL	0.7879480156207274
HIF1A	OSM	0.7879348915436427
IRF1	FAS	0.7879303560096903
MEF2A	TIMP1	0.7879152865717832
IRF9	GNAS	0.7879006715758174
STAT1	OPTN	0.7878911823227536
SUZ12	CD1D	0.7878700361821972
LRRFIP1	SCARF1	0.7878682242219015
TCF4	CSNK2A1	0.7878669971794184
JUND	CAPNS1	0.7878585773154735
ZNF383	FES	0.7878419060575436
SPI1	PER1	0.7878374870021236
E4F1	CXXC5	0.7878175630333419
FOS	ATF7	0.7878137403382183
KAT6A	SOX6	0.7877880070708048
NR1H3	REPS2	0.7877876799578236
KLF9	ERBB2	0.7877770371202548
GABPA	NES	0.7877722872927659
IRF1	TXNIP	0.7877660908888328
DDX5	ILF2	0.7877530465499845
USF2	CRISP1	0.7877526231256282
CTBP2	HLX	0.7877515193100362
IRF8	NDRG2	0.7877451022242605
TNFAIP3	AGO1	0.7877368985565152
JUN	ITGA6	0.7877334413702209
ARID3A	ZFHX3	0.787732932923705
GFI1	E2F8	0.7877268197063677
REST	RFX1	0.7877142241256294
SOX5	NFE2L1	0.7877129760619008
FOXK2	BRD7	0.7877109837318105
HDAC10	GAD1	0.7877080578330278
E2F4	DST	0.7876976526172003
PHF10	CACNA1H	0.7876959040249805
NCOA3	FUT7	0.7876948567145388
REST	HSPA4	0.7876891848324963
ERG	HOMER3	0.7876873211643841
LEF1	NCOR1	0.7876795789188011
KAT2B	PKM	0.7876481115241228
MYC	ASXL1	0.7876401953871772
HDAC10	GSS	0.7876377657004437
RUNX3	DNMT3B	0.7876344751930674
SSB	CTSK	0.7876330754455022
NFKB1	HIST1H4L	0.7876316774839511
ID3	CTBP1	0.7876302707815432
TNFAIP3	PFKP	0.7876136805251946
JDP2	FUT3	0.7876101898291952
MBD1	VEGFD	0.7876035100970757
TEAD4	FZD1	0.7876014667054101
HES6	HIPK2	0.7875989317783194
RXRA	DST	0.7875980101836632
BACH2	TNFAIP3	0.7875871200594626
HIVEP2	CR1	0.7875859408340405
HES1	KLF14	0.7875701087311334
KLF9	ELAVL1	0.7875514513524917
RAD21	HMG20B	0.7875481392215339
SOX5	MCM10	0.7875480386737441
MCM2	TRH	0.7875376962268534
SLC2A4RG	MYB	0.7875179293075223
SF1	NFATC1	0.7875050836708535
ELL	FCGR3B	0.7874959450675976
NFE2L2	F13A1	0.7874934502244266
MYBBP1A	PLAGL2	0.7874836068888339
TRIB3	SMARCE1	0.787467097841062
SP100	GALNT3	0.7874658620063044
KLF2	IL12A	0.7874602942385128
TRIM16	ADIPOR1	0.7874508026939623
EGR3	NME3	0.7874441012174708
IRF1	PRDM1	0.7874385712509173
RAD21	BRD7	0.787438493311347
NR3C2	LGALS9	0.787432487995619
LEF1	STAT6	0.7874255286683505
JARID2	CLDN3	0.7874196138291477
SP100	LDHA	0.7874173583705726
TRIM25	MAP2K4	0.7874103693100962
HMGA2	TCEAL1	0.7873387426857066
TRIM25	CXCL8	0.7873332637853387
ENO1	ZNRD1	0.7873332398678422
ECD	TXNRD1	0.7873282130383432
MCM2	ARID4A	0.7873190443153604
BACH1	CD22	0.7873136318495282
PLAGL2	CXCL10	0.787300484974091
ELK4	DRAM1	0.7872939350373639
RARG	ALDOA	0.7872925769747007
KLF4	CYSLTR1	0.7872911861849348
TFEB	ID1	0.7872778932022294
NCOA3	TNFRSF10A	0.7872753007228591
CEBPZ	MT1G	0.7872414413363902
HDAC3	FASLG	0.7872322983192199
BCL11A	PSMC5	0.7872315582310268
ZFHX3	S100A6	0.7872157683978593
TSC22D3	UHRF1BP1	0.7871856765832093
IKZF1	KHDRBS1	0.7871829845138161
DDX5	AKR1B1	0.7871616491719561
CEBPB	PSEN2	0.7871588901629955
KLF2	CHAT	0.7871533026179915
FOXP1	E4F1	0.7871483091872621
ATM	RORC	0.7871347028015998
NR1H2	HMGXB4	0.7871066906521501
DLX4	MLANA	0.7871035789201273
MAFG	TFE3	0.7870972409670718
FOS	MKI67	0.7870874640226183
KDM2A	PTPRG	0.7870849379231001
BCL3	APOBR	0.7870599997738678
PDCD11	CASP8	0.7870480742537134
STAT1	PURA	0.7870397889867558
REL	GABPB1	0.7870352618096975
TCF12	ZEB1	0.7870216566677953
HHEX	S100A11	0.7870125708826584
EIF2AK2	PTGER2	0.7869935649680525
TP73	PDE6B	0.7869924802952175
MAML1	SPEN	0.7869913150932512
LCOR	TAF1B	0.7869813180245268
PARP1	ALOX15	0.786979553017198
SP1	SLIT2	0.786972006702847
LEF1	ACOX1	0.7869691600066004
HIVEP2	LCOR	0.7869549000020852
ELF1	PRKCE	0.7869368129280288
RAD21	RBBP7	0.786916970369844
E4F1	SRSF1	0.7869154421234643
ARID4B	DUSP4	0.7869120755986546
HEXIM1	HSPH1	0.7869104202216599
BHLHE40	ITGB2	0.7869016383713807
HIF1A	HLA-F	0.7868997556105272
FLI1	PEG3	0.7868879709934634
TOP2B	E2F5	0.7868840118259598
CUX1	CD33	0.7868828187931681
PAX5	HIPK2	0.7868705167447777
TCF7L2	SIRT1	0.7868683726778215
ETV3	PLAT	0.7868670758268668
ATRX	IRF5	0.7868368023112761
MDM2	CSDE1	0.7868126643805191
CTBP2	HCFC1	0.7867973724011581
FOSL2	PURA	0.7867927319414294
HDAC1	CYP46A1	0.7867892194678757
PIAS1	LXN	0.7867886300481268
ING1	SFTPD	0.7867808125526574
TRIP6	GYPB	0.7867795384986289
TBC1D22A	SDHB	0.7867794316349225
JUNB	CD6	0.7867793286398785
FOXM1	PLRG1	0.7867789333558419
ETV6	MDM4	0.7867767937652475
CUX1	TFRC	0.7867693243096999
FOXO1	CLOCK	0.7867611255304641
RFXANK	CTBP1	0.7867599290602343
TRRAP	GHR	0.7867571512234037
POLR2A	CEACAM1	0.7867506157499674
SNW1	SCAND1	0.786744659580078
STAT5A	DAPK2	0.7867342512648727
ATF3	ESR2	0.7867319343656813
LIN28A	LY96	0.7867318355401919
SCD5	GTF3C2	0.7867282453761466
MAZ	DRAM1	0.7867228416513513
SCAND1	MAP1LC3B	0.7867133975248637
RB1CC1	CKS2	0.7867025241120753
HMGA1	TAL1	0.7866865105565626
SOX5	PBX3	0.7866753671417266
NFRKB	EGLN2	0.7866666282844187
YBX1	DNMT1	0.7866456245033211
KDM4C	ERO1A	0.786639913006226
TRIB3	FAP	0.7866305649701023
TCF12	MAP3K14	0.7866257181760284
CTNNB1	GLCE	0.7866253387377444
NRIP1	TFEB	0.7866070713545227
RARB	CD2AP	0.7866001790799113
SRF	ZNF148	0.7865835206148978
NR4A2	MYBL2	0.7865748990770606
APEX1	PROM1	0.7865687700353055
WRNIP1	HYAL1	0.7865485574925727
AHR	SCARB2	0.7865311418162408
IFI16	TMEM71	0.786520691922148
RXRA	ITGB8	0.7865079974279907
FOXP1	LAMA1	0.7865066732046727
APBB1	TRAF1	0.7865052702947956
GATA3	ITGB7	0.7865030873060826
BATF	MVP	0.7865021763456392
BACH1	GDF15	0.7864960864900087
ETS1	RFX3	0.786493694344515
RB1	ITGB1	0.7864831819463702
HOXB7	NPAS2	0.7864686927977907
UPF2	P2RY10	0.786460188941662
HIVEP2	RPTOR	0.7864596135192172
VDR	SLBP	0.78645710282061
HSF1	CRHBP	0.786452852538708
CEBPD	OAT	0.7864478824599083
CTBP2	RGS10	0.7864379070886415
ETV4	FADD	0.7864222932022599
UHRF1	ANXA8	0.7864128227547654
RBBP7	HOPX	0.7864126032454283
REL	CD69	0.786394805731881
NR3C1	COL18A1	0.7863922478138236
CEBPD	SPEN	0.7863878196722838
NFE2L2	PHF10	0.7863825253832721
NFE2	BST2	0.7863422886996105
TFEB	ECE1	0.7863343423327258
XRCC6	APOBR	0.7863207928693547
NFKB1	THRA	0.7862988054865557
PBX3	MDM4	0.7862902957028942
NFATC3	G0S2	0.786283246725159
HINFP	PLAG1	0.786281948168535
HIPK2	BST2	0.7862747261354825
TRERF1	DNMT1	0.7862741256064246
E2F3	DLX3	0.786272895236582
MEF2C	DNAJC3	0.7862722781341617
NCOA1	H2AFX	0.7862712588367597
TAF1	CCR6	0.7862662948315807
TCF7	BTAF1	0.7862640441981436
FOXO1	LTA	0.786259344798623
CITED2	COMP	0.7862433922619988
CEBPZ	HSPA5	0.7862353944979502
ATM	PARG	0.7862243228233785
POLR1A	STAG1	0.7862225980275925
SNIP1	KLF11	0.7862216398256886
ZBTB16	RARG	0.7862173363734088
RBMX	GRK2	0.7861940643594425
PHF10	EHMT2	0.7861932069038217
DAXX	ERAP2	0.7861842869148085
TP53BP1	PDK4	0.786183786609124
BTAF1	TMPO	0.7861663026116064
STAT4	TINF2	0.7861652562745078
MXD1	RUNX1	0.7861609639032847
SRF	ING1	0.7861528970074357
NFRKB	ESR2	0.7861432139930691
E2F3	LOX	0.7861382650679939
ZFHX3	LIMD1	0.7861241738717601
YBX1	PLAGL2	0.7861144332539153
VDR	CEBPB	0.7861051156717365
POLR2A	SP4	0.7861006305393072
TBL1X	PECAM1	0.786097656283052
STAG1	CCNB1	0.7860928282128682
STAT4	YWHAQ	0.7860867461037299
TBR1	TXN	0.7860858045770148
KDM2A	WASF2	0.7860799399068663
DDX5	PTPA	0.7860778657628997
EHMT2	PROM1	0.7860705129267633
GABPB2	ISG20	0.7860587300856811
NR2C2	DMRT1	0.7860543164661957
RELB	S100A6	0.7860460901853984
HDGF	BAX	0.7860381357003419
TRIB3	TOMM34	0.7860286945281483
UPF2	PURA	0.7860216282679283
ECD	POLR2A	0.7860171586908881
NCOA2	MAPK14	0.7860111138294876
MLX	PTPRC	0.7859942423480699
SRSF1	PROM1	0.7859894679580317
NFATC2	IKZF1	0.7859836419488835
NELFCD	GATA2	0.7859616221535185
GTF2F1	MXD4	0.78595859492799
TBC1D22A	SNAP25	0.7859516031650529
DNMT1	TK1	0.7859336336035079
ARID5B	L1TD1	0.7858919763126515
SND1	LNPEP	0.7858758597935406
ID2	VMP1	0.7858730465641961
SUPT20H	STIM1	0.7858725583009866
DRAP1	NELFB	0.7858621254799301
RFX1	SNAI1	0.7858596279835847
SERTAD1	MEP1A	0.78585374111663
EBF1	TIMP2	0.7858530866598197
ESR2	STK11	0.7858200474052045
SLA2	PTPRG	0.7858181218987608
NFE2	AGO1	0.7858123729806471
MDM4	PCBD1	0.7858074014494807
SLC2A4RG	KLF13	0.7857985119043448
EED	ABCA1	0.7857750510887135
SPEN	ETV4	0.7857673363445764
TGIF1	RRM1	0.7857571825178493
FOXK2	BCAS3	0.7857448574535144
GFI1	RASGRP3	0.7857298030935458
NRIP1	NFIC	0.7857268608436773
CITED2	IHH	0.7857249144600622
PAX5	IRF2	0.7857108519178547
PPARD	WEE1	0.785705105330046
SATB2	CCL7	0.7856956346713255
FUBP1	RUNX1	0.7856919131923719
SMARCE1	HSD17B2	0.785686323114646
CTBP2	EOMES	0.7856853069576545
CRABP2	TAF1B	0.7856829954332053
FOXO1	CD80	0.7856826939288629
IKZF1	UBB	0.7856804102154461
KLF2	MITF	0.7856789243099971
ZNF444	FDPS	0.7856602880239647
HNF4G	RAD51	0.7856572990580724
EZH2	B2M	0.785649485207731
SREBF1	NELL2	0.7856329974832506
ZHX2	RSF1	0.785632931658677
SIRT1	DRAM1	0.7856116296879028
JUN	F2R	0.7856042713737147
PLAG1	SURF1	0.7855913561359471
IRF3	LIPC	0.7855714020856137
NFATC3	CREBBP	0.7855690217765278
YBX1	IL1B	0.7855617663303235
REL	CYP46A1	0.785552251199351
HCFC1	KRT10	0.7855516904235876
JARID2	GPX4	0.7855332303302224
JUN	SF3B1	0.7855314505661296
RELB	B4GALT5	0.7855268942072093
NR4A2	HES1	0.7855232715411774
PRDM2	GLIS3	0.785517634544435
NFRKB	ARF6	0.7855116097304479
NCOA6	DNAJC3	0.7855090145094975
TLE3	AGTR1	0.7855062110638293
MXD1	CRY2	0.7855022912419408
KLF13	TAF1	0.7854966204157039
TCF7	ZNF217	0.7854919912279982
CTNNB1	IL27	0.785474203148978
STAT5A	RGS10	0.7854532752520607
DDB1	IRF4	0.7854507123532013
GZF1	HIP1	0.7854337741765675
ATM	CD69	0.7854216509334313
NCOA2	KDM2A	0.7854167784992215
CNBP	SIVA1	0.7853967369086076
ETS1	MDC1	0.7853893626006938
GTF3A	DEK	0.7853885018966951
SOX4	NRP1	0.7853833497869442
DLX4	IPO7	0.7853645881836637
RB1CC1	DUSP10	0.7853607535312493
MTA3	MCPH1	0.7853558090168662
JARID2	ADAM12	0.7853548779957709
BPTF	MMP28	0.7853351517045649
ARID1B	KLF12	0.7853217092160901
TAF1	MUC3A	0.7853164273366732
NFKBIA	ETV7	0.7853105927385795
ARNTL	ITGB7	0.7852946195136422
UPF2	TAF7	0.7852932513393122
ZBTB16	ANGPT1	0.7852901512800059
DR1	THRA	0.785289601037758
RUVBL1	GDA	0.7852798293914933
EZH2	E2F1	0.785272788154512
NELFB	ERCC5	0.7852665570045194
HLX	ALDH1A2	0.7852392696717588
ILF2	CEP55	0.7852206349187073
MYC	BDP1	0.785219426632745
NCOA2	WTAP	0.7852189494633409
AIP	ITGB7	0.7852127905913246
SF1	CCNB1	0.7852062195800991
MAX	ATM	0.7852013337692374
DDIT3	SERPINB1	0.7852004073898178
CRX	SUZ12	0.7851968276724506
ELF4	TGFA	0.785192244982071
FOXO1	SCN9A	0.7851918035722057
ZEB1	CDKN1B	0.785152549590863
DDB1	BCAS3	0.7851412460978069
CREB3	KRAS	0.7851321766755341
FOXO3	APH1A	0.7851000380709177
ATF5	CD19	0.7850970693210403
SPIB	TGFBI	0.7850926252059256
GZF1	TP53BP2	0.7850723419783358
SUPT20H	SSPN	0.7850711692214994
SUGP1	SSPN	0.7850656887714105
TBX21	PER1	0.7850655031305787
KLF2	TAC3	0.7850544208733757
MXI1	DEC1	0.7850480407119192
NR3C1	TBL1X	0.785045574377741
SCD5	ZNF410	0.7850317909694793
TSC22D3	IRF1	0.7850284687576788
KAT2B	CCR4	0.7850181990960399
MTA1	SMUG1	0.7850084920424752
NFKBIZ	ADGRE5	0.7850003679512055
ZEB1	GNAS	0.7849882760757101
NFATC2	SRF	0.7849825197794538
PIAS2	S100A2	0.7849784091331478
HSF1	A2M	0.7849701603090241
XRCC6	HHEX	0.7849619263332529
SUPT3H	PDIA6	0.7849491035215349
MLXIPL	PFKP	0.7849488743295381
RFX3	AQP3	0.7849448928549027
TRRAP	ACOT7	0.7849412539239914
MITF	KCNMA1	0.7849364452245038
TTF2	IL7	0.7849328801577361
STAT2	E2F8	0.784930049627101
RUNX3	BAX	0.7849220841528873
POU2F1	DBP	0.7849052512928726
IFI16	BATF	0.7848960116261067
GLIS3	PDHA1	0.7848749663104317
STAT6	PLD1	0.784873137590656
CBX7	IRF2BP2	0.7848696820293575
SND1	MAVS	0.7848580340022131
ZBTB5	UHRF1	0.7848318420366114
KLF5	KMT5A	0.7848182686409552
MTA2	EHF	0.7848150842726295
ELF2	TRAF6	0.7848039080473902
CNOT7	KAT5	0.7848032063599979
FLI1	RNF2	0.7847655224738913
